brand,year,model,mileage,registration_time,price,warranty_time,city,link
T-ROC探歌,2020款,280TSI DSG两驱舒适型,10.88,2020,7.6,,大连,https://www.che168.com/dealer/603571/50877913.html#pvareaid=100334
宝马X1,2015款,sDrive18i 领先晋级版,7.61,2016,7.6,,大连,https://www.che168.com/dealer/559088/51509015.html#pvareaid=100334
MINI,2014款,1.5T COOPER Fun,10,2015,7.6,,大连,https://www.che168.com/dealer/532302/50782173.html#pvareaid=100334
劲炫ASX,2020款,2.0L CVT智领版,1.72,2021,7.59,原厂质保期剩余25个月,大连,https://www.che168.com/dealer/559088/51083804.html#pvareaid=100334
探界者,2019款,535T 自动领界版 国V,5.5,2019,7.58,,大连,https://www.che168.com/dealer/207699/51267496.html#pvareaid=100334
荣威MARVEL,X,2018款 后驱版,10,2019,7.58,,大连,https://www.che168.com/dealer/560506/51390844.html#pvareaid=100334
锐界,2015款,2.0T GTDi 四驱豪锐型,8,2015,7.58,,大连,https://www.che168.com/dealer/529098/51350503.html#pvareaid=100334
奇骏,2015款,2.5L CVT领先MAX版 4WD,11,2016,7.58,,大连,https://www.che168.com/dealer/529098/51377479.html#pvareaid=100334
本田XR-V,2017款,1.8L EXi CVT舒适版,4.7,2018,7.58,,大连,https://www.che168.com/dealer/597339/51422016.html#pvareaid=100334
享域,2019款,180TURBO CVT畅享版 国VI,2.14,2021,7.58,原厂质保期剩余不到1个月,大连,https://www.che168.com/dealer/559088/50974679.html#pvareaid=100334
卡罗拉,2021款,双擎 1.8L E-CVT精英版,11.42,2021,7.51,,大连,https://www.che168.com/dealer/559088/50951275.html#pvareaid=100334
凯美瑞,2015款,2.0G 领先版,11.3,2016,7.5,,大连,https://www.che168.com/dealer/554323/51461751.html#pvareaid=100334
欧蓝德,2016款,2.4L 四驱精英版 5座,5,2017,7.5,,大连,https://www.che168.com/dealer/484900/49177252.html#pvareaid=100334
欧蓝德,2019款,2.0L 两驱畅享版 5座 国VI,7,2019,7.5,,大连,https://www.che168.com/dealer/558036/51568785.html#pvareaid=100334
奥迪A4L,2015款,35 TFSI 自动标准型,15,2014,7.5,,大连,https://www.che168.com/dealer/340495/50088607.html#pvareaid=100334
奔驰E级,2013款,E 260 L CGI优雅型,11.1,2013,7.5,,大连,https://www.che168.com/dealer/351179/51371750.html#pvareaid=100334
奕泽IZOA,2020款,2.0L 奕享版,4.04,2020,7.5,,大连,https://www.che168.com/dealer/351179/51529149.html#pvareaid=100334
劲炫ASX,2016款,2.0L CVT两驱卓越版,4.3,2020,7.5,原厂质保期剩余7个月,大连,https://www.che168.com/dealer/351179/51529654.html#pvareaid=100334
豪越,2020款,1.8TD DCT豪华型 7座,3.46,2022,7.5,原厂质保期剩余21个月,大连,https://www.che168.com/dealer/603571/51142389.html#pvareaid=100334
雷凌,2023款,185T CVT豪华版,0.1,2024,7.5,"原厂质保期剩余30个月, ",大连,https://www.che168.com/dealer/351179/51558685.html#pvareaid=100334
奕泽IZOA,2018款,2.0L 奕动版 国V,4.99,2019,7.48,,大连,https://www.che168.com/dealer/559088/51566503.html#pvareaid=100334
宝马X1,2014款,sDrive18i 领先型,7.11,2014,7.48,,大连,https://www.che168.com/dealer/559088/51408344.html#pvareaid=100334
缤智,2020款,1.5L CVT精英版,3.77,2021,7.48,,大连,https://www.che168.com/dealer/559088/51536338.html#pvareaid=100334
长安CS75,2023款,畅享版 1.5T DCT豪华版,0.35,2023,7.48,"原厂质保期剩余26个月, ",大连,https://www.che168.com/dealer/559088/51170202.html#pvareaid=100334
翼虎,2017款,EcoBoost 245 四驱豪翼型,8.57,2017,7.48,,大连,https://www.che168.com/dealer/559088/51504938.html#pvareaid=100334
微蓝6,2022款,插电混动 互联智享型,4.27,2022,7.46,原厂质保期剩余16个月,大连,https://www.che168.com/dealer/559088/51372992.html#pvareaid=100334
轩逸,2020款,1.6L XL CVT悦享版,6.94,2021,7.46,,大连,https://www.che168.com/dealer/559088/51505605.html#pvareaid=100334
本田CR-V,2015款,2.0L 两驱都市版,9.22,2015,7.45,,大连,https://www.che168.com/dealer/351179/51529007.html#pvareaid=100334
哈弗H6,2021款,2.0GDIT 自动冠军版,1.51,2021,7.41,,大连,https://www.che168.com/dealer/559088/50256606.html#pvareaid=100334
高尔夫,2016款,2.0TSI GTI,11.83,2017,7.4,,大连,https://www.che168.com/dealer/351179/51324942.html#pvareaid=100334
奔驰A级进口,2017款,改款 A 200 时尚型,11.46,2017,7.4,,大连,https://www.che168.com/dealer/559088/51334433.html#pvareaid=100334
微蓝6,2022款,插电混动 互联智享型,0.78,2022,7.39,"原厂质保期剩余15个月, ",大连,https://www.che168.com/dealer/559088/51255245.html#pvareaid=100334
宝马1系,2018款,118i 时尚型,6.11,2018,7.38,,大连,https://www.che168.com/dealer/351179/50116843.html#pvareaid=100334
RAV4荣放,2013款,2.5L 自动四驱精英版,12,2014,7.38,,大连,https://www.che168.com/dealer/529098/51377453.html#pvareaid=100334
微蓝6,2020款,插电混动 互联智享型,10.56,2021,7.38,,大连,https://www.che168.com/dealer/559088/51255404.html#pvareaid=100334
本田CR-V,2015款,2.4L 两驱豪华版,11.56,2015,7.37,,大连,https://www.che168.com/dealer/559088/51204788.html#pvareaid=100334
速腾,2019款,280TSI DSG舒适型 国VI,13.57,2019,7.34,,大连,https://www.che168.com/dealer/559088/51363596.html#pvareaid=100334
欧蓝德,2016款,2.4L 四驱精英版 5座,8.9,2017,7.32,,大连,https://www.che168.com/dealer/559088/51308230.html#pvareaid=100334
缤智,2017款,1.8L CVT两驱先锋型,10,2018,7.3,,大连,https://www.che168.com/dealer/434232/50487365.html#pvareaid=100334
昂科威,2014款,28T 四驱精英型,9,2015,7.3,,大连,https://www.che168.com/dealer/340495/43192322.html#pvareaid=100334
海豚,2021款,405km 自由版,5.35,2022,7.3,原厂质保期剩余49个月,大连,https://www.che168.com/dealer/559088/51514826.html#pvareaid=100334
MG领航,2021款,400TGI 自动四驱Trophy旗舰版,2.11,2021,7.3,原厂质保期剩余2个月,大连,https://www.che168.com/dealer/559088/51502638.html#pvareaid=100334
探影,2021款,1.5L 自动 尚智联版,1.81,2021,7.28,原厂质保期剩余不到1个月,大连,https://www.che168.com/dealer/351179/51276019.html#pvareaid=100334
速派,2016款,TSI330 DSG创行版,5.65,2017,7.28,,大连,https://www.che168.com/dealer/559088/51546631.html#pvareaid=100334
凯美瑞,2015款,2.0G 领先版,12.2,2015,7.27,,大连,https://www.che168.com/dealer/559088/50985283.html#pvareaid=100334
帕萨特,2016款,330TSI DSG尊荣版,14.58,2016,7.26,,大连,https://www.che168.com/dealer/559088/51278153.html#pvareaid=100334
奔驰C级,2013款,C 260 时尚型 Grand Edition,10.47,2014,7.25,,大连,https://www.che168.com/dealer/559088/51235593.html#pvareaid=100334
君威,2019款,20T 精英型 国V,5.36,2018,7.25,,大连,https://www.che168.com/dealer/559088/51505992.html#pvareaid=100334
思域,2016款,220TURBO CVT豪华版,4.44,2019,7.21,,大连,https://www.che168.com/dealer/559088/51565177.html#pvareaid=100334
马自达CX-4,2018款,2.0L 自动两驱蓝天探索版 国V,8.3,2017,7.2,,大连,https://www.che168.com/dealer/434232/50401478.html#pvareaid=100334
传祺GS4,2022款,270T 自动智行旗舰版,4.87,2021,7.2,原厂质保期剩余3个月,大连,https://www.che168.com/dealer/603571/51369713.html#pvareaid=100334
奔腾T99,2020款,20TD 自动运动豪华型,5.5,2020,7.2,,大连,https://www.che168.com/dealer/256160/51336823.html#pvareaid=100334
捷豹XF,2014款,XF 2.0T 风华版,13,2014,7.18,,大连,https://www.che168.com/dealer/202062/51324737.html#pvareaid=100334
速腾,2017款,230TSI 自动舒适型,5.61,2017,7.18,,大连,https://www.che168.com/dealer/559088/50965219.html#pvareaid=100334
捷达VS7,2020款,1.4T 自动三十而立版,2.13,2020,7.17,,大连,https://www.che168.com/dealer/559088/51093800.html#pvareaid=100334
马自达3,昂克赛拉,2017款 三厢 2.0L 自动尊贵型 国V,7.66,2019,7.17,,大连,https://www.che168.com/dealer/559088/51417641.html#pvareaid=100334
卡罗拉,2017款,改款双擎 1.8L E-CVT领先版,4.41,2018,7.14,,大连,https://www.che168.com/dealer/559088/50480120.html#pvareaid=100334
迈腾,2016款,2.0TSI 智享豪华型,15.17,2016,7.12,,大连,https://www.che168.com/dealer/559088/51287447.html#pvareaid=100334
途安,2016款,途安L 280TSI DSG豪华版,9.66,2017,7.1,,大连,https://www.che168.com/dealer/559088/51516048.html#pvareaid=100334
宋MAX,2019款,1.5T 自动智联睿动型越享版 6座 国VI,3.73,2022,7.08,原厂质保期剩余20个月,大连,https://www.che168.com/dealer/351179/50787191.html#pvareaid=100334
汉兰达,2012款,2.7L 两驱5座精英版,14.3,2014,7.08,,大连,https://www.che168.com/dealer/559088/51535856.html#pvareaid=100334
北京现代ix35,2019款,2.0L 自动两驱智勇·畅享版 国V,9.31,2019,7.02,原厂质保期剩余2个月,大连,https://www.che168.com/dealer/559088/50020965.html#pvareaid=100334
卡罗拉,2021款,双擎 1.8L E-CVT精英版,4.26,2021,7,,大连,https://www.che168.com/dealer/351179/51572411.html#pvareaid=100334
途观,2015款,1.8TSI 自动四驱豪华型,5.55,2015,7,,大连,https://www.che168.com/dealer/351179/51362330.html#pvareaid=100334
红旗H7,2017款,2.0T 豪华型,8.03,2018,7,,大连,https://www.che168.com/dealer/351179/51423989.html#pvareaid=100334
奥迪Q3,2015款,35 TFSI quattro 技术型,6.74,2015,7,,大连,https://www.che168.com/dealer/351179/51529707.html#pvareaid=100334
锋兰达,2023款,2.0L CVT精英版,0.33,2023,7,"原厂质保期剩余28个月, ",大连,https://www.che168.com/dealer/611008/51355998.html#pvareaid=100334
凯美瑞,2012款,尊瑞 2.5HG 豪华版,14.68,2015,7,,大连,https://www.che168.com/dealer/559088/51326463.html#pvareaid=100334
奥迪Q3,2016款,30 TFSI 风尚型,12.43,2016,6.99,,大连,https://www.che168.com/dealer/559088/51555744.html#pvareaid=100334
奔驰B级,2017款,B 180,3.5,2017,6.98,,大连,https://www.che168.com/dealer/70189/51439430.html#pvareaid=100334
高尔夫·嘉旅,2016款,1.6L 自动舒适型,2,2017,6.98,,大连,https://www.che168.com/dealer/526798/50551218.html#pvareaid=100334
奇骏,2014款,2.0L CVT舒适版 2WD,11.3,2016,6.98,,大连,https://www.che168.com/dealer/84063/50878233.html#pvareaid=100334
奥迪A4L,2013款,35 TFSI 自动标准型,7.5,2014,6.98,,大连,https://www.che168.com/dealer/119851/51324014.html#pvareaid=100334
汉兰达,2009款,3.5L 四驱7座豪华版,13,2011,6.98,,大连,https://www.che168.com/dealer/202062/51117302.html#pvareaid=100334
轩逸,2020款,1.6L XL CVT悦享版,3.98,2019,6.98,,大连,https://www.che168.com/dealer/544956/51393250.html#pvareaid=100334
伊兰特,2021款,1.5L CVT GLX精英版,3.94,2021,6.98,,大连,https://www.che168.com/dealer/559088/50235583.html#pvareaid=100334
奥迪Q3进口,2012款,40 TFSI quattro 运动型,10.61,2013,6.98,,大连,https://www.che168.com/dealer/559088/51014861.html#pvareaid=100334
传祺GS8,2017款,320T 两驱豪华智联版（七座）,14.48,2018,6.98,,大连,https://www.che168.com/dealer/559088/51535770.html#pvareaid=100334
蒙迪欧,2017款,EcoBoost 180 豪华型,9,2017,6.98,,大连,https://www.che168.com/dealer/538930/50967898.html#pvareaid=100334
奔驰S级,1997款,S 320,15,1997,6.98,,大连,https://www.che168.com/dealer/264943/51280191.html#pvareaid=100334
缤智,2020款,1.5L CVT豪华版,6,2020,6.98,,大连,https://www.che168.com/dealer/433231/51072030.html#pvareaid=100334
东风本田X-NV,2020款,风驰版,5.96,2020,6.98,,大连,https://www.che168.com/dealer/559088/51555219.html#pvareaid=100334
马自达CX-5,2017款,2.0L 自动两驱智享型 国V,7.27,2018,6.96,,大连,https://www.che168.com/dealer/559088/51507758.html#pvareaid=100334
甲壳虫,2014款,1.2TSI 舒适型,10,2014,6.94,,大连,https://www.che168.com/dealer/557405/49407483.html#pvareaid=100334
昂科拉GX,2020款,20T CVT两驱豪华型,6.48,2022,6.94,原厂质保期剩余6个月,大连,https://www.che168.com/dealer/559088/51335178.html#pvareaid=100334
迈腾,2015款,1.8TSI 豪华型,10.9,2014,6.93,,大连,https://www.che168.com/dealer/351179/51529733.html#pvareaid=100334
博越,2020款,1.8TD DCT智联PRO,2.18,2020,6.91,原厂质保期剩余1个月,大连,https://www.che168.com/dealer/351179/51034132.html#pvareaid=100334
雷凌,2019款,185T CVT豪华版 国V,4.74,2020,6.9,,大连,https://www.che168.com/dealer/554323/50719113.html#pvareaid=100334
雅阁,2016款,2.0L 舒适版,10.8,2016,6.9,,大连,https://www.che168.com/dealer/448774/51365437.html#pvareaid=100334
宝马X1进口,2012款,sDrive18i豪华型,8,2014,6.9,,大连,https://www.che168.com/dealer/340495/43192063.html#pvareaid=100334
星越,2020款,高能版 350T 耀星者,8.23,2020,6.9,,大连,https://www.che168.com/dealer/603571/51411451.html#pvareaid=100334
迈腾,2016款,1.8TSI 智享领先型,8.31,2017,6.9,,大连,https://www.che168.com/dealer/211780/50920269.html#pvareaid=100334
风行T5,EVO,2021款 1.5TD DCT星耀版,2.15,2021,6.9,原厂质保期剩余59个月,大连,https://www.che168.com/dealer/559088/50896697.html#pvareaid=100334
长安欧尚X7,2020款,1.5T 自动旗舰型,5.95,2020,6.9,,大连,https://www.che168.com/dealer/559088/50988477.html#pvareaid=100334
奥迪A4L,2013款,35 TFSI 自动标准型,13.24,2014,6.9,,大连,https://www.che168.com/dealer/559088/51383747.html#pvareaid=100334
T-ROC探歌,2018款,230TSI DSG两驱进取型 国V,3.82,2019,6.89,,大连,https://www.che168.com/dealer/559088/51508491.html#pvareaid=100334
速腾,2019款,200TSI DSG舒适型 国V,6.6,2019,6.89,,大连,https://www.che168.com/dealer/559088/51546385.html#pvareaid=100334
奔驰GLK级,2012款,GLK 300 4MATIC 动感型,10.3,2012,6.88,,大连,https://www.che168.com/dealer/527667/49191577.html#pvareaid=100334
起亚K3,2021款,1.5L CVT焕新版,4.17,2022,6.86,原厂质保期剩余6个月,大连,https://www.che168.com/dealer/559088/50825450.html#pvareaid=100334
昂科威,2017款,20T 两驱豪华型,6.5,2017,6.85,,大连,https://www.che168.com/dealer/252984/51440897.html#pvareaid=100334
豪越,2020款,1.8TD DCT旗舰型 5座,3.86,2020,6.84,,大连,https://www.che168.com/dealer/351179/51425641.html#pvareaid=100334
途胜,2015款,1.6T 双离合两驱智能型,6.57,2016,6.84,,大连,https://www.che168.com/dealer/559088/49911785.html#pvareaid=100334
杰德,2017款,1.8L 自动舒适版 5座,8,2018,6.8,,大连,https://www.che168.com/dealer/603944/51000192.html#pvareaid=100334
魏牌,VV5,2021款 1.5T 两驱智先锋,4.4,2021,6.8,原厂质保期剩余17个月,大连,https://www.che168.com/dealer/434232/51041908.html#pvareaid=100334
奥迪A4L,2013款,30 TFSI 自动舒适型,6.3,2013,6.8,,大连,https://www.che168.com/dealer/434232/51261929.html#pvareaid=100334
高尔夫·嘉旅,2018款,230TSI 自动进取型,4,2018,6.8,,大连,https://www.che168.com/dealer/196029/51571715.html#pvareaid=100334
思域,2016款,180TURBO CVT舒适版,0.39,2017,6.8,,大连,https://www.che168.com/dealer/351179/48842363.html#pvareaid=100334
途锐,2007款,3.6L 豪华型,15,2009,6.8,,大连,https://www.che168.com/dealer/281542/49970533.html#pvareaid=100334
雷克萨斯IS,2009款,300 豪华版,14,2009,6.8,,大连,https://www.che168.com/dealer/211780/49871597.html#pvareaid=100334
雷克萨斯GS,2005款,430,22,2005,6.8,,大连,https://www.che168.com/dealer/211780/50019944.html#pvareaid=100334
欧蓝德,2018款,2.0L 两驱荣耀版 5座,6.27,2017,6.8,,大连,https://www.che168.com/dealer/559088/51247363.html#pvareaid=100334
马自达3,昂克赛拉,2020款 2.0L 自动质雅版,10.27,2020,6.8,,大连,https://www.che168.com/dealer/559088/51506412.html#pvareaid=100334
马自达CX-4,2016款,2.5L 自动四驱蓝天激情版,8.95,2016,6.78,,大连,https://www.che168.com/dealer/559088/50145985.html#pvareaid=100334
高尔夫,2016款,230TSI 自动舒适型,9.65,2016,6.78,,大连,https://www.che168.com/dealer/559088/50986548.html#pvareaid=100334
途锐,2010款,3.6 限量顶配版,13,2010,6.78,,大连,https://www.che168.com/dealer/264943/51249269.html#pvareaid=100334
欧蓝德,2018款,2.0L 两驱荣耀版 5座,9.49,2017,6.74,,大连,https://www.che168.com/dealer/559088/51546691.html#pvareaid=100334
迈腾,2015款,2.0TSI 尊贵型,10.44,2014,6.73,,大连,https://www.che168.com/dealer/559088/51235564.html#pvareaid=100334
高尔夫,2016款,230TSI 自动舒适型,7.1,2017,6.7,,大连,https://www.che168.com/dealer/554323/51258732.html#pvareaid=100334
雷凌,2022款,双擎 1.8H E-CVT领先版,3.58,2022,6.7,原厂质保期剩余7个月,大连,https://www.che168.com/dealer/351179/51480036.html#pvareaid=100334
宝马3系,2013款,改款 320Li 豪华设计套装,17.15,2013,6.7,,大连,https://www.che168.com/dealer/559088/50000258.html#pvareaid=100334
劲炫ASX,2018款,2.0L CVT两驱尊享版,3.95,2018,6.7,,大连,https://www.che168.com/dealer/559088/50976725.html#pvareaid=100334
速腾,2018款,1.6L 自动舒适型,4.3,2018,6.7,,大连,https://www.che168.com/dealer/252984/50639713.html#pvareaid=100334
马自达CX-4,2018款,2.0L 自动两驱蓝天活力版 国V,7.46,2018,6.69,,大连,https://www.che168.com/dealer/559088/51391729.html#pvareaid=100334
欧拉好猫,2021款,400km标准续航 雅典娜版 三元锂,4.74,2021,6.69,原厂质保期剩余13个月,大连,https://www.che168.com/dealer/559088/51524554.html#pvareaid=100334
宝马1系进口,2013款,改款 118i 领先型,9,2014,6.68,,大连,https://www.che168.com/dealer/424756/50371979.html#pvareaid=100334
MINI,CLUBMAN,2011款 1.6L COOPER Fun,10,2012,6.68,,大连,https://www.che168.com/dealer/424756/51274348.html#pvareaid=100334
劲客,2020款,1.5L XV CVT智联豪华版,4.3,2020,6.68,,大连,https://www.che168.com/dealer/424756/51470128.html#pvareaid=100334
吉利几何A,2019款,高维标准续航立方版,14,2019,6.68,,大连,https://www.che168.com/dealer/560506/51077071.html#pvareaid=100334
菲斯塔,2019款,280TGDi 运动版 国VI,6.72,2020,6.68,,大连,https://www.che168.com/dealer/559088/50222076.html#pvareaid=100334
马自达3,昂克赛拉,2017款 三厢 1.5L 自动豪华型 国V,8.1,2017,6.68,,大连,https://www.che168.com/dealer/559088/50986877.html#pvareaid=100334
卡罗拉,2021款,TNGA 1.5L CVT先锋版,6.25,2021,6.68,,大连,https://www.che168.com/dealer/559088/50846872.html#pvareaid=100334
沃尔沃XC60进口,2014款,T5 智逸版,10.31,2013,6.65,,大连,https://www.che168.com/dealer/559088/51327727.html#pvareaid=100334
五菱缤果,2023款,333km 灵犀互联款,1.13,2023,6.62,"原厂质保期剩余21个月, ",大连,https://www.che168.com/dealer/559088/50464498.html#pvareaid=100334
捷豹XF,2013款,XF 3.0 SC 风华版,10.05,2013,6.6,,大连,https://www.che168.com/dealer/351179/51471762.html#pvareaid=100334
影豹,2021款,270T DCT J16版,6.89,2021,6.6,原厂质保期剩余不到1个月,大连,https://www.che168.com/dealer/351179/51522662.html#pvareaid=100334
唐,2018款,2.0T 自动智联尊贵型 7座 国V,7.55,2019,6.6,,大连,https://www.che168.com/dealer/603571/50859048.html#pvareaid=100334
上汽大通MAXUS,D90,2017款 2.0T 自动四驱 天狼星,13.34,2017,6.6,,大连,https://www.che168.com/dealer/559088/50932259.html#pvareaid=100334
帕萨特,2016款,280TSI DSG尊荣版,6.1,2016,6.6,,大连,https://www.che168.com/dealer/559088/51353822.html#pvareaid=100334
哈弗H6,2021款,国潮版 1.5GDIT 自动冠军版,4.28,2021,6.6,,大连,https://www.che168.com/dealer/559088/51505383.html#pvareaid=100334
速腾,2013款,2.0TSI GLI,4.41,2014,6.6,,大连,https://www.che168.com/dealer/559088/51508146.html#pvareaid=100334
捷豹XJ,2012款,XJL 3.0 全景商务版,15,2012,6.58,,大连,https://www.che168.com/dealer/480180/51315569.html#pvareaid=100334
自由侠,2018款,互联大屏版 180T 自动高能版,3.2,2019,6.58,,大连,https://www.che168.com/dealer/527667/51223946.html#pvareaid=100334
宝来,2021款,1.5L 自动时尚智联版,1.5,2022,6.58,"原厂质保期剩余12个月, ",大连,https://www.che168.com/dealer/597339/50676061.html#pvareaid=100334
荣威RX5,2021款,PLUS 300TGI 自动Ali国潮豪华荣麟版,1.7,2021,6.58,,大连,https://www.che168.com/dealer/333846/50215819.html#pvareaid=100334
嘉际,2021款,1.8TD DCT豪华型,4.17,2020,6.57,原厂质保期剩余1个月,大连,https://www.che168.com/dealer/559088/50996142.html#pvareaid=100334
速腾,2018款,280TSI DSG熠动版,4.28,2018,6.57,,大连,https://www.che168.com/dealer/559088/51354159.html#pvareaid=100334
阿特兹,2014款,2.0L 蓝天时尚版,13.53,2015,6.56,,大连,https://www.che168.com/dealer/559088/50046680.html#pvareaid=100334
昂科威,2016款,28T 四驱精英型,10.53,2015,6.56,,大连,https://www.che168.com/dealer/559088/51355422.html#pvareaid=100334
雷凌,2021款,双擎 1.8H E-CVT豪华版,15.45,2020,6.51,,大连,https://www.che168.com/dealer/559088/51296341.html#pvareaid=100334
奔驰GLA,2015款,GLA 200 时尚型,9,2016,6.5,,大连,https://www.che168.com/dealer/561219/51568922.html#pvareaid=100334
奔驰S级,2006款,S 350,13,2006,6.5,,大连,https://www.che168.com/dealer/264943/51339451.html#pvareaid=100334
雷克萨斯IS,2011款,250 运动版,17,2012,6.5,,大连,https://www.che168.com/dealer/485097/51238977.html#pvareaid=100334
马自达3,昂克赛拉,2020款 2.0L 自动质雅版,3.29,2019,6.48,,大连,https://www.che168.com/dealer/351179/51548146.html#pvareaid=100334
速腾,2017款,230TSI 自动豪华型,7.26,2017,6.48,,大连,https://www.che168.com/dealer/351179/51549923.html#pvareaid=100334
卡罗拉,2019款,1.2T S-CVT GL-i精英版,6.55,2020,6.48,,大连,https://www.che168.com/dealer/559088/51170065.html#pvareaid=100334
途安,2015款,1.4T DSG舒适版5座,9.1,2016,6.45,,大连,https://www.che168.com/dealer/559088/50054610.html#pvareaid=100334
天逸,C5,AIRCROSS 2017款 350THP 时尚型,13.36,2018,6.43,,大连,https://www.che168.com/dealer/559088/50911334.html#pvareaid=100334
思域,2016款,220TURBO CVT豪华版,7.64,2017,6.41,,大连,https://www.che168.com/dealer/559088/51102802.html#pvareaid=100334
速腾,2017款,1.6L 自动舒适型,7.94,2017,6.4,,大连,https://www.che168.com/dealer/559088/50681150.html#pvareaid=100334
魏牌,VV7,2017款 2.0T 超豪型,7.11,2018,6.39,,大连,https://www.che168.com/dealer/559088/51566211.html#pvareaid=100334
奥迪A4L,2013款,35 TFSI 自动舒适型,11,2013,6.38,,大连,https://www.che168.com/dealer/558036/51385678.html#pvareaid=100334
雷凌,2019款,185T CVT进取版 国V,5.1,2020,6.38,,大连,https://www.che168.com/dealer/256160/50545125.html#pvareaid=100334
索兰托,2013款,2.2T 5座柴油豪华版,13,2014,6.38,,大连,https://www.che168.com/dealer/256160/51206257.html#pvareaid=100334
甲壳虫,2014款,1.2TSI 时尚型,6,2014,6.38,,大连,https://www.che168.com/dealer/372099/51543877.html#pvareaid=100334
轩逸,2022款,经典 1.6XE CVT舒适版,4.9,2022,6.38,原厂质保期剩余14个月,大连,https://www.che168.com/dealer/84063/51561744.html#pvareaid=100334
别克GL6,2019款,18T 6座互联豪华型 国VI,5.59,2020,6.37,,大连,https://www.che168.com/dealer/559088/51286868.html#pvareaid=100334
雪铁龙C6,2017款,改款 380THP 豪华型,10.59,2018,6.33,,大连,https://www.che168.com/dealer/559088/51065065.html#pvareaid=100334
福睿斯,2021款,1.5L 自动钻石版,4.29,2021,6.32,原厂质保期剩余3个月,大连,https://www.che168.com/dealer/559088/50521873.html#pvareaid=100334
秦Pro新能源,2018款,DM 1.5TI 自动智联锐享型,5.01,2019,6.32,原厂质保期剩余8个月,大连,https://www.che168.com/dealer/559088/51159204.html#pvareaid=100334
雷克萨斯CT,2012款,CT200h 精英版,12.2,2012,6.31,,大连,https://www.che168.com/dealer/559088/51334505.html#pvareaid=100334
宝马2系多功能旅行车,2015款,218i 领先型,5.2,2017,6.3,,大连,https://www.che168.com/dealer/554323/51461966.html#pvareaid=100334
别克GL6,2019款,18T 6座互联尊贵型 国V,6.5,2019,6.3,,大连,https://www.che168.com/dealer/561219/51312740.html#pvareaid=100334
雅阁,2014款,2.0L LX 舒适版,13.5,2015,6.3,,大连,https://www.che168.com/dealer/351179/51529593.html#pvareaid=100334
别克GL8,2011款,3.0L XT豪华商务旗舰版,15,2012,6.28,,大连,https://www.che168.com/dealer/480180/51382410.html#pvareaid=100334
速腾,2013款,2.0TSI GLI,7.15,2014,6.28,,大连,https://www.che168.com/dealer/559088/50877021.html#pvareaid=100334
本田CR-V,2013款,2.4L 四驱豪华版,17.03,2013,6.28,,大连,https://www.che168.com/dealer/559088/51141696.html#pvareaid=100334
一汽-大众CC,2013款,2.0TSI 豪华型,15.96,2014,6.28,,大连,https://www.che168.com/dealer/559088/51327360.html#pvareaid=100334
飞度,2021款,1.5L CVT潮跑Pro版,2.27,2021,6.28,原厂质保期剩余1个月,大连,https://www.che168.com/dealer/559088/51408122.html#pvareaid=100334
传祺GE3,2018款,530 互联网悦享版,8.46,2019,6.28,,大连,https://www.che168.com/dealer/559088/51545502.html#pvareaid=100334
宝来,2020款,1.5L 自动时尚型,5,2021,6.27,,大连,https://www.che168.com/dealer/557405/49406664.html#pvareaid=100334
奕歌,2018款,1.5T CVT两驱梦想版,5.1,2019,6.26,,大连,https://www.che168.com/dealer/559088/51345348.html#pvareaid=100334
福睿斯,2021款,1.5L 自动钻石版,4.45,2021,6.22,原厂质保期剩余不到1个月,大连,https://www.che168.com/dealer/559088/50768775.html#pvareaid=100334
英朗,2021款,改款 典范 1.5L 自动精英型,2.9,2022,6.2,原厂质保期剩余5个月,大连,https://www.che168.com/dealer/554323/51538213.html#pvareaid=100334
博越,2020款,1.8TD DCT智联PRO,8.55,2020,6.2,原厂质保期剩余2个月,大连,https://www.che168.com/dealer/603571/51412321.html#pvareaid=100334
享域,2019款,180TURBO CVT耀享版 国VI,3.41,2019,6.2,,大连,https://www.che168.com/dealer/559088/50836256.html#pvareaid=100334
奕泽IZOA,2018款,2.0L 奕驰版 国VI,7.25,2019,6.18,,大连,https://www.che168.com/dealer/351179/51572561.html#pvareaid=100334
自由光,2017款,2.4L 卓越版,12,2018,6.18,,大连,https://www.che168.com/dealer/202062/51558558.html#pvareaid=100334
帝豪新能源,2018款,EV450 尊贵型,5.99,2018,6.16,,大连,https://www.che168.com/dealer/559088/51245195.html#pvareaid=100334
哈弗H6,2019款,运动版 1.5T 自动两驱精英型 国VI,4.34,2020,6.15,,大连,https://www.che168.com/dealer/559088/50467909.html#pvareaid=100334
本田XR-V,2017款,1.8L EXi CVT舒适版,8.11,2017,6.13,,大连,https://www.che168.com/dealer/559088/50502781.html#pvareaid=100334
指南者,2017款,200T 自动家享版,8.13,2018,6.1,,大连,https://www.che168.com/dealer/603571/50879208.html#pvareaid=100334
宝马5系,2011款,520Li 典雅型,13,2011,6.1,,大连,https://www.che168.com/dealer/562638/50778950.html#pvareaid=100334
宋,2021款,经典版 1.5T 自动精英型,1.8,2022,6.09,原厂质保期剩余20个月,大连,https://www.che168.com/dealer/559088/50768563.html#pvareaid=100334
RAV4荣放,2012款,炫装版 2.0L 自动四驱,12.24,2013,6.08,,大连,https://www.che168.com/dealer/559088/51215073.html#pvareaid=100334
